filename,genre,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_mean_14,mfcc_std_14,mfcc_mean_15,mfcc_std_15,mfcc_mean_16,mfcc_std_16,mfcc_mean_17,mfcc_std_17,mfcc_mean_18,mfcc_std_18,mfcc_mean_19,mfcc_std_19,mfcc_mean_20,mfcc_std_20
blues.00000.wav,blues,-113.59882,50.688946,121.57067,17.200205,-19.162262,15.348761,42.36394,12.289782,-6.362266,12.961207,18.621931,9.443115,-13.699734,8.22211,15.339802,8.306714,-12.274305,9.067515,10.970946,7.959054,-8.326061,7.859071,8.802088,7.161058,-3.6699407,6.4199605,5.7446756,6.365338,-5.162783,7.0557942,0.75170636,7.240479,-1.687854,6.0444903,-0.40872997,6.4500523,-2.302677,7.419815,1.2224671,6.851376
blues.00001.wav,blues,-207.52383422851562,88.14252471923828,123.98513793945312,23.662490844726562,8.947019577026367,23.923551559448242,35.867149353027344,16.270116806030273,2.909594774246216,16.732484817504883,21.519472122192383,12.504671096801758,-8.556512832641602,14.170463562011719,23.370676040649414,11.940147399902344,-10.103608131408691,12.88854694366455,11.899242401123047,10.215539932250977,-5.558824062347412,10.25457763671875,5.377876281738281,9.808390617370605,-2.2344918251037598,8.05438232421875,4.220704078674316,8.552802085876465,-6.01068639755249,7.240818977355957,0.9292941689491272,7.438949108123779,-0.7284029722213745,7.760889530181885,0.29687240719795227,6.937810897827148,-0.28243035078048706,7.1488471031188965,0.5306444764137268,6.766734600067139
blues.00002.wav,blues,-90.75716400146484,57.60110092163086,140.4408721923828,22.55784034729004,-29.08454704284668,20.29936981201172,31.68669319152832,11.998091697692871,-13.976547241210938,12.476431846618652,25.753751754760742,8.625062942504883,-13.664990425109863,10.336393356323242,11.634442329406738,10.320865631103516,-11.778322219848633,8.092109680175781,9.71475601196289,8.23664665222168,-13.125313758850098,7.594205379486084,5.7912468910217285,8.030862808227539,-8.901966094970703,7.771137237548828,-1.0801602602005005,7.595407962799072,-9.226244926452637,6.042712688446045,2.4483044147491455,6.375082492828369,-7.724839687347412,6.901423454284668,-1.8190239667892456,7.23834228515625,-3.440457582473755,6.829596996307373,-2.2381274700164795,5.536528587341309
blues.00003.wav,blues,-199.57513427734375,74.21769714355469,150.0861053466797,21.361392974853516,5.6634039878845215,16.034643173217773,26.85527801513672,12.584161758422852,1.7700715065002441,16.369903564453125,14.232646942138672,11.260880470275879,-4.827844619750977,12.487863540649414,9.286852836608887,9.01500415802002,-0.7561202049255371,9.607382774353027,8.134434700012207,8.448777198791504,-3.200026035308838,10.500921249389648,6.078081130981445,6.943667411804199,-2.478445053100586,7.534999847412109,-1.0815871953964233,7.889423370361328,-2.8744540214538574,7.18399715423584,0.773993968963623,6.665801048278809,-3.3240692615509033,7.086497783660889,0.6363106966018677,6.10947847366333,-0.6159675717353821,6.103914737701416,-3.405045986175537,5.653782367706299
blues.00004.wav,blues,-160.3541717529297,72.10481262207031,126.2094955444336,29.21080780029297,-35.58139419555664,18.276552200317383,22.13925552368164,13.919527053833008,-32.473548889160156,18.341903686523438,10.850701332092285,11.613141059875488,-23.35007095336914,9.658858299255371,0.4932490289211273,11.168416023254395,-11.796538352966309,11.400674819946289,1.2035191059112549,9.985846519470215,-13.084959030151367,8.957854270935059,-2.810499429702759,9.297122955322266,-6.934471607208252,9.462997436523438,-7.55387544631958,8.42114543914795,-9.167669296264648,8.703689575195312,-4.515862941741943,9.273359298706055,-5.451786041259766,8.676217079162598,-0.9159523844718933,7.323471546173096,-4.408018112182617,7.9298481941223145,-11.704384803771973,7.429014205932617
blues.00005.wav,blues,-177.80174255371094,85.48365020751953,118.20316314697266,56.52614974975586,-17.570629119873047,25.575532913208008,30.760927200317383,22.038372039794922,-21.7425537109375,20.815298080444336,11.919262886047363,16.321996688842773,-20.734298706054688,13.02712631225586,3.185288190841675,11.563016891479492,-8.580818176269531,13.123480796813965,-0.9328852295875549,10.006048202514648,-11.772245407104492,8.749557495117188,-2.408763885498047,8.877084732055664,-9.348445892333984,8.950291633605957,-9.942635536193848,6.894521713256836,-3.9021835327148438,7.747302532196045,-5.574562072753906,8.519198417663574,-1.839314341545105,8.28650188446045,-2.7893166542053223,6.516941070556641,-3.047804832458496,6.308992385864258,-8.109731674194336,6.80315637588501
blues.00006.wav,blues,-190.0688018798828,98.25144958496094,130.27023315429688,43.973899841308594,-36.36211395263672,36.15287780761719,33.03621292114258,21.91330909729004,11.093891143798828,32.90848159790039,-0.5918817520141602,16.73653221130371,-20.89026641845703,12.315980911254883,0.2784423530101776,10.14166259765625,-6.496385097503662,11.44982624053955,-5.512735366821289,12.38556957244873,-7.8474040031433105,9.354485511779785,-3.124300718307495,8.013117790222168,-6.602821350097656,8.896451950073242,-9.94999885559082,7.939675331115723,-6.542688369750977,9.292200088500977,-10.07222843170166,9.12439250946045,-10.918622970581055,7.546555519104004,-6.965243339538574,6.18604040145874,-3.439431667327881,6.940003395080566,-6.484498977661133,8.37934684753418
blues.00007.wav,blues,-179.37229919433594,81.0771484375,136.44833374023438,38.4583625793457,-26.662588119506836,24.314783096313477,39.965450286865234,18.799100875854492,5.31089448928833,25.496854782104492,10.919133186340332,11.674243927001953,-20.559534072875977,12.794262886047363,8.5033597946167,12.299772262573242,-11.349763870239258,13.111818313598633,-3.470554828643799,13.350184440612793,-8.415842056274414,12.14746379852295,-6.957211017608643,9.14978313446045,-3.5460426807403564,9.65739631652832,-8.051758766174316,7.577853202819824,-8.96491813659668,9.069700241088867,-8.427481651306152,8.394607543945312,-10.56428050994873,7.212375164031982,-10.785658836364746,7.778636455535889,-4.695469379425049,8.098214149475098,-8.631641387939453,7.509123802185059
blues.00008.wav,blues,-121.3897933959961,51.18275451660156,122.49832916259766,20.360193252563477,-14.734728813171387,18.47224998474121,46.122135162353516,13.925419807434082,-8.179258346557617,13.30699348449707,20.172466278076172,10.341513633728027,-19.171894073486328,7.5933709144592285,23.03683853149414,8.783775329589844,-11.83272933959961,6.524472236633301,21.15465545654297,7.6714863777160645,-6.722797393798828,6.994175434112549,6.989505767822266,7.518989562988281,-12.730550765991211,7.870708465576172,5.058538436889648,7.109649658203125,-5.185806751251221,5.746855735778809,-1.4536041021347046,7.111833572387695,-7.042628765106201,5.376657485961914,2.6942129135131836,6.074217796325684,3.4095308780670166,5.802723407745361,-2.7137439250946045,6.028459072113037
blues.00009.wav,blues,-213.2642364501953,78.31330108642578,115.16475677490234,28.253562927246094,-11.698169708251953,25.866668701171875,39.015357971191406,18.733230590820312,-20.348329544067383,23.065073013305664,13.082701683044434,16.680667877197266,-9.182700157165527,11.24507999420166,9.017151832580566,8.244038581848145,-14.1043119430542,10.492645263671875,4.271254539489746,9.623028755187988,-6.050780296325684,9.211915016174316,3.7858355045318604,10.218299865722656,0.22263556718826294,8.73759937286377,-5.106881618499756,9.242635726928711,-0.410153329372406,10.197340965270996,-1.179344892501831,7.702168941497803,-1.914707899093628,7.646007537841797,-2.293660879135132,9.117183685302734,2.884260416030884,8.777371406555176,-4.233879566192627,9.562768936157227
